project,training_mode,size,run_id,run_name,state,url,step,timestamp,runtime,train_accuracy,val_accuracy
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,26650,1762425031.1239839,10851.119827747345,0.6654073199527745,
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,26700,1762425052.7107317,10872.706575632095,0.6451426591197874,
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,26750,1762425072.2444243,10892.240268230438,0.6597735674676525,
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,26800,1762425093.3282595,10913.324103355408,0.6651318061471164,
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,26850,1762425114.7659526,10934.761796474457,0.655392840539284,
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,26880,1762425126.9131334,10946.908977270126,,0.42448032830760996
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,26900,1762425136.3410192,10956.336863040924,0.6685295144952846,
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,26950,1762425157.790545,10977.786388874054,0.6477091406428083,
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,27000,1762425177.6026313,10997.59847521782,0.6733325627095134,
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,27050,1762425197.0776093,11017.073453187943,0.6521491278075476,
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,27100,1762425216.668807,11036.664650917053,0.6609356725146199,
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,27150,1762425235.7359426,11055.731786489487,0.6545054435950892,
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,27200,1762425255.1485126,11075.144356489182,0.6582440614811365,
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,27250,1762425274.9884772,11094.984321117401,0.6420193192272309,
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,27300,1762425296.9444084,11116.940252304077,0.6519776695569545,
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,27350,1762425318.7778242,11138.773668050766,0.6673905589210195,
cellarc100k_50e_embedding_medium,embedding,medium,iwwqy6bl,hrm_medium_embedding,finished,https://wandb.ai/lzicar/cellarc100k_50e_embedding_medium/runs/iwwqy6bl,27400,1762425340.453338,11160.44918179512,0.6502775574940524,
